21/08/2010;Neural Boost - Standard;6;20767111,52
21/08/2010;Neural Boost - Standard;4;20804016,01
22/08/2010;Sisters Core Scanner Probe;2;601008,03
22/08/2010;Cybernetic Subprocessor - Standard;1;22106600,01
22/08/2010;Republic Fleet EMP L;1452;1111,01
22/08/2010;Gallente Industrial;1;330999,99
22/08/2010;Heavy Armor Maintenance Bot II;50;1000001,63
22/08/2010;Covert Ops Cloaking Device II;1;5556008,38
22/08/2010;Covert Ops Cloaking Device II;1;5556008,38
22/08/2010;Covert Ops Cloaking Device II;1;5556008,38
22/08/2010;Covert Ops Cloaking Device II;1;5556008,38
22/08/2010;Covert Ops Cloaking Device II;1;5556008,38
22/08/2010;Covert Ops Cloaking Device II;2;5556008,38
22/08/2010;Covert Ops Cloaking Device II;3;5556008,38
22/08/2010;Manticore;15;12339889,96
22/08/2010;Neodymium;20000;18111,37
22/08/2010;Chromium;3964;1808,2
22/08/2010;Sisters Combat Scanner Probe;9;548002,13
23/08/2010;Sisters Core Scanner Probe;2;601008,03
23/08/2010;Cybernetic Subprocessor - Standard;1;22106600,01
23/08/2010;Gallente Industrial;1;330999,99
23/08/2010;Heavy Armor Maintenance Bot II;50;1000001,63
23/08/2010;Manticore;15;12339889,96
23/08/2010;Chromium;3964;1808,2
23/08/2010;Republic Fleet EMP M;50000;780,46
23/08/2010;Ocular Filter - Standard;27;20879998,01
23/08/2010;Ocular Filter - Standard;2;20879998,01
23/08/2010;Ocular Filter - Standard;4;20879998,01
23/08/2010;Ocular Filter - Standard;2;20879998,01
23/08/2010;Ocular Filter - Standard;1;20879998,01
23/08/2010;Ocular Filter - Standard;1;20879998,01
23/08/2010;Ocular Filter - Standard;2;20879998,01
23/08/2010;Ocular Filter - Standard;1;20879998,01
23/08/2010;Memory Augmentation - Standard;7;20650979,02
24/08/2010;Sisters Core Scanner Probe;2;601008,03
24/08/2010;Sisters Core Scanner Probe;20;565303,14
24/08/2010;Cybernetic Subprocessor - Standard;1;22106600,01
24/08/2010;Gallente Industrial;1;330999,99
24/08/2010;Heavy Armor Maintenance Bot II;50;1000001,63
24/08/2010;Manticore;15;12339889,96
24/08/2010;Chromium;3964;1808,2
24/08/2010;Sisters Combat Scanner Probe;9;576006,15
24/08/2010;1400mm Howitzer Artillery II;20;2482715,58
25/08/2010;Sisters Core Scanner Probe;2;565303,14
